,E1,E2,W1,W2,N1,N2,S1,S2,Central,NE,NW,SE,SW
258,448.0,708.41,308.849,372.678,282.486,319.596,497.996,327.582,407.967,624.0,181.818,373.134,389.01
259,642.0,419.909,553.176,334.489,407.407,430.27,393.701,359.726,588.342,942.0,218.182,461.542,304.266
260,470.0,708.41,524.134,445.312,378.995,343.659,352.137,337.079,364.307,916.0,449.793,519.716,481.087
261,580.0,232.924,469.613,334.489,239.697,282.486,283.902,231.635,576.019,824.0,36.364,412.14,508.084
262,351.0,471.635,552.486,361.111,159.798,329.432,236.22,251.244,503.232,789.0,254.545,373.134,492.063
263,567.0,429.49,527.762,473.039,378.995,399.495,324.654,224.719,643.382,501.0,474.124,769.236,415.564
264,340.0,652.602,524.134,250.0,0.0,455.495,393.701,231.635,606.356,514.0,406.558,369.384,340.18
265,374.0,214.745,569.49,283.279,378.995,282.486,352.137,359.726,606.061,514.0,195.824,337.888,298.357
266,254.0,232.924,410.665,439.205,252.663,225.989,248.998,286.462,522.466,354.0,545.455,543.292,329.546
267,410.0,553.653,544.136,295.282,282.486,282.486,334.066,341.728,552.173,1089.0,212.035,449.313,389.01
268,394.0,375.578,414.365,273.579,0.0,357.32,222.711,251.244,557.024,372.0,363.636,337.888,430.297
269,359.0,312.5,521.214,306.816,282.486,304.247,352.137,251.244,417.097,384.0,185.419,269.071,481.087
270,430.0,468.75,470.425,333.333,319.596,282.486,459.13,280.899,657.445,607.0,232.841,453.938,506.329
271,401.0,164.702,497.238,316.715,0.0,395.48,0.0,327.582,562.152,596.0,359.982,417.177,377.395
272,292.0,187.789,322.152,273.579,319.596,239.697,393.701,327.582,553.147,416.0,455.635,554.704,655.028
273,478.0,214.745,410.665,351.364,357.32,232.944,283.902,280.899,616.622,658.0,514.259,337.888,509.833
274,292.0,260.417,341.694,310.565,441.257,411.306,248.998,317.801,450.184,526.0,474.124,269.071,400.288
275,585.0,208.333,524.862,536.478,239.697,329.432,176.068,317.801,457.691,526.0,363.636,318.806,329.546
276,410.0,419.909,386.74,416.667,178.66,178.66,157.48,341.728,758.522,795.0,875.752,344.013,550.144
277,412.0,679.084,476.87,238.953,357.32,288.08,324.654,224.719,793.197,562.0,574.96,291.427,227.222
278,787.0,1037.753,488.724,316.715,361.758,329.432,314.961,280.899,805.314,800.0,243.935,374.995,508.084
279,278.0,666.992,548.327,424.918,282.486,288.08,324.654,202.559,568.182,558.0,308.556,369.384,440.519
280,331.0,368.285,414.365,279.163,319.596,304.247,222.711,286.462,427.292,501.0,442.383,455.468,717.3
281,374.0,260.417,531.364,279.163,239.697,203.703,393.701,280.899,550.547,384.0,424.069,200.939,521.912
282,391.0,368.285,441.989,583.333,203.703,338.983,478.958,286.462,698.45,354.0,618.182,337.888,430.297
283,740.0,214.745,546.933,274.986,239.697,159.798,248.998,280.899,375.936,530.0,406.558,660.142,304.266
284,609.0,164.702,276.243,473.039,126.332,282.486,478.958,168.539,485.455,465.0,406.558,333.741,508.084
285,391.0,208.333,222.714,277.778,378.995,430.27,445.422,251.244,701.781,736.0,284.009,352.014,340.18
286,679.0,368.285,308.849,238.953,338.983,239.697,401.498,224.719,634.964,727.0,474.124,186.567,379.747
287,391.0,379.172,383.769,305.556,282.486,203.703,556.777,158.9,643.382,400.0,312.812,688.026,509.833
288,369.0,316.811,371.647,305.556,430.27,361.758,314.961,355.312,538.692,335.0,520.648,447.761,253.165
289,509.0,164.702,305.12,361.111,329.432,329.432,283.902,397.251,500.373,416.0,565.685,373.134,434.415
290,538.0,316.811,371.647,238.953,282.486,455.495,567.803,393.258,473.485,465.0,437.876,352.014,421.941
291,492.0,468.75,332.641,262.055,203.703,232.944,222.711,158.9,495.691,671.0,344.976,467.536,358.029
292,550.0,329.404,314.966,238.953,357.32,399.495,283.902,286.462,456.121,588.0,618.182,352.014,298.357
293,492.0,445.0,293.65,256.098,304.247,508.475,314.961,224.719,504.3,1164.0,374.387,550.926,448.529
294,468.0,379.172,284.41,348.055,304.247,395.48,393.701,177.656,348.197,750.0,425.625,527.692,481.087
295,580.0,575.279,237.633,333.333,304.247,455.495,424.029,224.719,399.527,514.0,391.648,453.938,379.747
296,509.0,316.811,248.619,295.282,288.08,357.32,459.13,327.582,473.485,441.0,310.691,344.013,400.288
297,470.0,368.285,276.243,277.778,232.944,455.495,401.498,231.635,442.145,543.0,401.649,422.153,377.395
298,550.0,303.695,293.65,306.816,282.486,430.27,283.902,202.559,467.769,294.0,436.364,474.922,508.084
299,435.0,396.655,337.198,335.64,399.495,399.495,324.654,231.635,406.646,724.0,605.212,449.313,215.149
300,435.0,280.477,237.633,400.617,282.486,357.32,393.701,231.635,445.78,,181.818,235.991,210.97
301,371.0,349.386,236.022,433.903,288.08,282.486,401.498,231.635,517.292,,276.937,507.518,307.178
302,468.0,280.477,420.761,747.424,282.486,399.495,424.029,224.719,361.837,,262.222,486.508,210.97
303,480.0,260.417,276.243,549.972,282.486,357.32,478.958,337.079,536.022,378.524,262.222,291.427,295.359
304,799.0,572.917,445.429,571.979,239.697,159.798,248.998,317.801,887.124,638.59,359.982,284.171,256.657
305,435.0,280.477,322.152,485.118,329.432,407.407,401.498,238.351,714.696,1051.148,406.558,582.854,481.087
306,480.0,294.628,250.149,609.847,343.659,338.983,157.48,202.559,526.229,524.918,386.551,263.846,362.967
307,443.0,769.001,418.032,527.778,282.486,441.257,157.48,341.728,377.365,640.744,568.018,271.646,227.222
308,524.0,260.417,308.849,462.314,0.0,282.486,629.921,238.351,592.897,409.974,264.731,396.647,337.553
309,391.0,582.309,375.731,452.189,338.983,441.257,401.498,224.719,557.024,516.984,401.649,485.075,
310,591.0,303.695,236.022,472.222,203.703,0.0,248.998,231.635,483.975,577.41,257.13,453.938,
311,991.0,260.417,176.882,439.205,252.663,232.944,283.902,302.537,498.218,419.934,293.173,502.001,
312,359.0,316.811,284.41,385.901,232.944,399.495,314.961,302.537,461.204,527.536,185.419,373.134,
313,374.0,,298.803,448.764,282.486,304.247,393.701,202.559,550.547,729.24,212.035,384.165,
314,443.0,,222.714,666.667,430.27,399.495,424.029,177.656,361.837,448.49,425.625,500.612,
315,871.0,,359.116,462.314,407.407,407.407,401.498,302.537,679.974,567.786,335.256,554.704,
316,,371.0,469.613,452.189,407.407,252.663,314.663,337.079,474.998,475.334,474.124,389.564,
317,,740.0,298.803,465.64,329.432,399.495,411.755,168.539,367.737,445.408,344.976,449.313,
318,,307.0,349.423,472.222,465.888,343.659,304.81,238.351,427.292,524.918,478.289,200.939,
319,560.953,739.0,908.959,932.455,288.08,399.495,331.456,462.373,401.319,548.031,370.838,417.177,
320,349.384,448.0,692.956,502.66,451.977,399.495,429.49,480.577,508.903,821.627,443.875,455.468,
321,886.944,646.0,792.768,545.211,282.486,169.492,390.625,388.057,390.446,548.031,195.824,449.313,
322,736.567,583.0,1011.895,695.011,282.486,357.32,513.622,558.659,462.37,448.49,370.838,601.661,
323,1094.986,369.0,420.166,862.055,282.486,304.247,601.219,415.253,425.61,629.902,312.812,380.524,
324,839.816,401.0,563.712,627.585,357.32,159.798,354.205,450.405,322.526,352.126,264.731,263.846,
325,782.982,572.0,717.981,689.644,378.995,319.596,489.278,554.453,323.637,448.49,437.876,449.313,
326,627.164,359.0,420.166,524.367,329.432,407.407,552.427,422.702,352.293,593.877,568.018,291.427,
327,368.284,701.0,265.737,710.869,304.247,225.989,411.755,257.529,415.805,516.984,363.636,291.427,
328,582.307,468.0,428.487,932.455,343.659,329.432,469.473,280.723,437.25,267.657,358.14,436.743,
329,839.816,591.0,538.076,310.818,239.697,288.08,372.86,336.357,470.445,497.981,411.408,300.831,
330,899.095,435.0,375.808,695.011,126.332,304.247,394.082,374.76,432.3,540.436,363.636,316.615,
331,536.229,524.0,563.712,627.585,178.66,282.486,601.219,464.897,378.788,319.295,293.173,344.013,
332,396.654,374.0,594.205,741.568,319.596,232.944,339.542,436.327,321.412,378.524,325.246,344.013,
333,280.476,340.0,375.808,258.616,239.697,239.697,502.948,312.3,419.241,483.951,465.682,344.013,
334,416.665,565.0,420.166,695.011,282.486,411.306,500.921,307.263,305.389,682.394,363.636,320.982,
335,441.94,740.0,265.737,502.66,252.663,239.697,405.113,337.515,431.885,399.766,406.558,559.701,
336,652.6,331.0,265.737,1584.868,319.596,304.247,370.122,340.965,667.194,352.126,363.636,300.831,
337,758.342,401.0,677.498,385.523,465.888,319.596,406.784,363.128,372.1,469.501,284.009,569.565,
338,644.233,524.0,856.975,1005.32,203.703,576.16,349.386,337.515,702.802,306.077,327.273,507.518,
339,593.839,340.0,713.046,258.616,252.663,357.32,573.508,326.947,330.762,378.524,293.173,436.743,
340,329.403,486.0,302.986,673.286,239.697,455.495,390.625,441.659,520.058,483.951,442.383,621.019,
341,729.164,609.0,672.266,862.055,252.663,252.663,500.921,279.33,583.444,282.677,262.222,291.427,
342,745.717,374.0,237.682,673.286,338.983,304.247,731.024,312.3,588.342,165.994,229.984,374.995,
343,725.434,470.0,1307.251,258.616,343.659,411.306,411.755,494.185,739.607,586.876,487.869,352.014,
344,494.104,793.0,979.988,695.011,288.08,482.712,338.542,427.292,782.268,378.524,478.289,396.647,
345,1258.646,896.0,774.749,603.438,361.758,338.983,520.833,474.86,610.777,399.766,,291.427,
346,368.284,351.0,420.166,862.055,343.659,329.432,326.301,197.516,516.945,296.939,,291.427,
347,444.999,389.0,1039.434,355.434,282.486,282.486,563.367,312.3,873.063,282.677,,449.313,
348,575.277,606.0,893.286,192.761,232.944,343.659,520.833,395.032,436.018,535.314,,580.461,
349,316.809,565.0,722.882,813.261,239.697,159.798,454.798,325.752,399.527,764.292,,344.013,
350,444.999,553.0,1092.433,464.231,288.08,282.486,313.583,406.71,402.657,612.154,,534.247,
351,823.507,340.0,717.981,780.624,178.66,232.944,433.42,325.752,594.407,586.876,,369.384,
352,520.832,740.0,531.473,1133.856,566.77,376.606,339.542,477.319,455.488,527.536,351.82,762.659,560.955
353,379.171,553.0,792.768,603.438,384.238,651.769,556.707,279.33,499.761,854.505,245.722,616.692,389.199
354,260.416,374.0,797.21,431.027,378.722,465.549,497.525,312.3,568.483,451.552,274.725,1298.762,522.497
355,480.183,401.0,774.749,879.127,483.277,379.815,672.057,340.965,819.196,432.859,310.816,390.03,375.578
356,441.94,658.0,639.978,524.367,427.852,802.259,331.456,276.522,322.078,423.203,442.981,711.047,356.0
357,607.389,410.0,605.973,695.011,296.093,279.95,326.301,316.025,481.048,262.459,429.135,482.348,522.497
358,316.809,401.0,792.768,673.286,505.965,487.384,326.301,335.196,430.263,282.677,245.722,698.348,363.839
359,280.476,351.0,656.321,439.563,562.11,428.71,390.625,223.464,600.564,612.154,541.146,711.047,415.101
360,441.94,525.0,538.076,344.822,376.4,524.4,417.48,363.128,548.48,548.031,429.135,598.279,383.016
361,406.782,565.0,531.473,344.822,344.284,316.574,502.948,252.944,487.638,319.295,280.166,762.659,596.576
362,448.036,314.0,677.498,551.984,337.598,487.384,361.782,488.627,384.216,524.918,614.304,390.03,375.578
363,406.782,784.0,475.364,621.637,525.68,416.4,722.158,349.999,508.466,367.443,466.224,1003.344,368.579
364,396.654,435.0,611.772,609.565,525.68,387.498,683.563,336.357,368.311,371.173,280.166,616.692,349.23
365,349.384,652.0,856.975,464.231,477.436,553.671,549.35,325.752,171.827,423.203,388.52,401.338,400.737
366,73.657,317.0,792.768,431.027,436.775,391.061,495.476,337.515,282.481,540.436,295.888,283.789,458.807
367,214.744,307.0,924.366,431.027,462.513,369.636,534.33,336.357,304.242,516.984,274.725,423.047,396.381
368,396.654,307.0,489.994,344.822,445.126,349.875,333.496,251.397,455.488,336.112,334.218,551.586,504.322
369,520.832,486.0,760.954,551.984,508.73,516.403,475.216,280.723,509.251,736.758,396.214,616.692,433.514
370,333.495,331.0,877.333,365.739,327.046,537.463,339.542,230.341,481.048,839.869,245.722,682.143,472.324
371,265.573,359.0,420.166,551.984,491.551,424.646,497.525,279.33,459.846,638.59,274.725,1183.398,380.173
372,448.036,496.0,827.632,603.438,302.537,339.819,793.737,395.032,243.0,690.422,334.218,267.559,343.592
373,698.769,565.0,751.617,310.818,558.668,411.373,733.34,339.819,384.216,472.426,320.382,816.492,445.853
374,708.408,374.0,774.749,502.66,545.969,468.889,731.024,335.196,771.541,367.443,334.218,406.874,325.427
375,429.489,717.0,489.994,741.568,397.251,506.572,862.919,279.33,459.846,306.077,320.382,698.348,433.514
376,416.665,531.0,656.321,310.818,334.991,522.744,710.799,357.716,480.218,336.112,442.981,275.793,615.201
377,280.476,278.0,375.808,1005.32,644.913,410.106,520.833,326.947,300.282,451.552,295.888,472.981,441.45
378,164.701,391.0,756.3,963.806,617.694,391.505,518.877,307.263,505.318,684.409,396.214,482.348,298.288
379,265.573,401.0,713.046,603.438,331.836,263.354,560.955,364.201,359.54,690.422,388.52,482.348,318.689
380,368.284,565.0,346.478,771.045,459.088,351.359,652.602,363.128,401.481,475.334,351.82,428.303,504.322
381,280.476,708.0,538.076,1123.982,469.661,625.986,491.353,340.965,455.488,399.766,198.107,428.303,441.45
382,465.846,525.0,511.155,794.775,543.394,447.703,653.122,418.994,441.25,731.126,274.725,872.134,480.975
383,429.489,610.0,717.981,689.644,578.103,279.33,772.959,264.995,343.653,527.536,233.112,602.007,572.064
384,406.782,662.0,760.954,609.565,495.813,418.477,390.625,302.141,432.113,548.031,274.725,482.348,537.645
385,329.403,583.0,865.176,344.822,548.213,484.171,469.473,357.716,587.806,579.791,198.107,738.82,410.369
386,280.476,412.0,958.127,887.54,485.81,477.319,361.782,340.965,419.939,638.59,310.816,334.448,581.097
387,520.832,509.0,489.994,627.585,415.798,476.955,407.617,307.263,305.55,432.859,274.725,602.007,400.737
388,480.183,462.0,1095.66,813.261,527.346,476.955,505.638,308.53,520.87,632.085,274.725,672.232,636.014
389,708.408,567.0,760.954,431.027,452.936,447.315,497.525,296.931,322.078,548.031,280.166,334.448,363.839
390,303.694,565.0,717.981,439.563,345.301,442.639,454.798,291.629,359.54,586.876,329.67,994.386,416.667
391,375.577,591.0,420.166,502.66,583.236,447.703,397.509,418.994,542.629,775.032,233.112,468.227,309.71
392,419.908,462.0,1025.757,524.367,341.728,428.71,375.578,279.33,530.734,495.207,329.67,616.692,442.923
393,480.183,470.0,751.617,794.775,395.038,395.909,543.766,296.931,795.475,586.876,418.449,931.665,546.85
394,396.654,496.0,1194.337,517.233,486.891,248.448,469.473,251.397,802.963,540.436,295.888,616.692,583.705
395,563.365,401.0,168.067,502.66,527.346,453.092,347.439,336.357,384.216,764.292,334.218,909.797,294.628
396,494.104,437.0,452.533,609.565,334.991,553.044,469.473,249.84,760.604,469.501,310.816,509.416,369.168
397,416.665,401.0,302.986,524.367,519.304,300.847,556.707,363.128,622.101,682.394,320.382,360.212,512.432
398,582.307,623.0,563.712,258.616,550.766,366.81,397.509,375.8,621.459,579.791,233.112,241.174,375.578
399,444.999,759.0,692.956,866.354,286.462,466.665,398.361,363.128,502.944,567.786,173.752,662.174,667.967
400,943.266,770.0,420.166,609.565,357.771,501.066,745.72,345.512,559.285,577.41,388.52,211.524,456.911
401,677.081,1236.0,756.3,982.894,318.352,459.929,536.863,475.681,417.079,742.346,310.816,856.605,409.31
402,627.164,401.0,692.956,817.817,410.706,392.831,640.54,197.516,470.143,497.981,329.67,283.789,410.369
403,520.832,359.0,1092.433,879.127,437.177,529.991,601.219,335.196,329.427,475.334,280.166,482.348,339.142
404,333.495,1151.0,538.076,524.367,291.317,428.71,423.928,276.522,340.153,814.892,491.444,472.981,429.49
405,523.429,724.0,677.498,578.284,345.301,376.606,541.892,336.357,396.481,,442.981,468.227,339.142
406,379.171,351.0,672.266,431.027,375.0,450.79,484.403,340.965,438.529,,310.816,275.793,437.996
407,260.416,470.0,713.046,736.54,459.088,357.716,423.928,307.263,446.642,,400.006,341.072,458.333
408,368.284,531.0,639.978,673.286,375.0,501.412,349.386,251.397,480.218,450.391,280.166,631.036,329.404
409,294.627,435.0,1039.434,710.869,363.605,335.712,653.122,249.84,571.981,1072.758,233.112,631.036,380.173
410,468.748,676.0,563.712,502.66,389.675,369.636,788.164,279.33,627.21,338.304,122.861,428.303,503.891
411,368.284,448.0,594.205,545.211,413.684,383.902,362.718,374.76,467.59,115.837,400.006,334.448,541.667
412,593.839,769.0,713.046,272.606,477.436,226.546,429.49,257.529,576.151,339.468,233.112,899.908,764.331
413,303.694,783.0,958.127,1090.423,343.775,540.037,338.542,279.33,305.55,405.186,245.722,957.714,704.955
414,379.171,618.0,302.986,731.478,415.798,447.703,370.122,337.515,199.744,463.348,497.549,423.047,375.0
415,303.694,351.0,751.617,609.565,308.847,395.032,390.625,337.515,455.488,506.483,198.107,1072.322,566.728
416,520.832,618.0,760.954,736.54,411.133,342.361,728.228,336.357,442.153,518.039,0.0,711.047,550.41
417,406.782,531.0,420.166,603.438,420.828,377.066,509.804,312.3,419.939,592.656,347.503,616.692,475.53
418,329.403,604.0,760.954,603.438,535.594,395.032,274.072,363.128,266.492,251.286,0.0,827.379,364.434
419,679.081,751.611,,,545.969,408.836,208.727,312.529,499.761,391.312,351.82,567.577,363.839
420,379.171,531.469,,,469.661,577.581,1163.437,349.418,481.048,377.974,245.722,1317.573,400.195
421,164.701,679.494,,,432.337,358.201,972.088,587.292,266.492,516.513,310.816,899.908,359.639
422,232.923,663.314,,,536.248,387.498,226.006,720.343,260.435,556.245,274.725,780.06,514.545
423,147.313,659.206,,,389.675,566.365,621.365,331.487,473.525,119.195,274.725,428.303,468.171
424,366.309,531.469,221.472,455.495,566.15,593.863,678.018,617.689,290.832,382.128,351.82,522.425,341.692
425,444.215,531.469,321.531,424.669,532.31,521.415,958.862,662.973,380.04,527.85,280.166,634.571,335.927
426,238.391,265.735,1361.927,525.454,545.969,469.997,711.533,940.836,634.798,393.324,310.816,571.505,588.15
427,282.347,824.008,1007.451,423.729,459.088,434.335,433.347,276.239,455.488,444.215,388.52,423.047,732.729
428,328.839,521.148,366.499,616.958,563.356,529.991,612.845,165.743,519.336,366.309,442.981,334.448,678.604
429,298.65,679.494,556.231,493.34,550.766,439.494,417.455,165.743,902.615,303.89,442.981,200.669,303.338
430,280.946,1417.677,434.343,548.488,581.731,416.4,471.532,521.206,485.999,397.318,329.67,423.047,821.795
431,506.483,758.804,321.531,278.216,511.479,355.772,852.713,674.385,467.59,365.23,429.135,406.874,309.71
432,870.933,589.612,648.322,330.641,462.513,354.307,412.021,336.059,232.94,709.076,347.503,472.981,369.168
433,317.854,988.81,884.611,344.818,540.157,358.201,606.685,497.23,357.314,251.286,347.503,275.793,383.016
434,436.145,699.194,303.419,252.663,337.079,333.12,383.701,227.792,511.596,393.324,351.82,631.036,375.578
435,597.299,634.004,466.995,392.442,633.668,447.315,968.992,247.076,622.101,467.587,453.089,756.77,896.802
436,280.946,679.494,582.733,396.488,545.969,369.636,539.86,821.317,424.663,376.929,280.166,428.303,289.426
437,518.039,793.79,274.703,340.158,543.071,411.373,799.051,353.758,290.832,276.7,280.166,1021.026,368.579
438,276.7,594.201,408.375,419.945,563.356,421.367,539.86,500.29,361.753,374.829,245.722,682.143,592.561
439,409.064,1122.588,420.214,463.311,357.771,411.373,958.862,78.132,304.242,177.686,280.166,658.786,491.684
440,298.65,494.405,351.791,380.046,644.913,450.79,312.491,78.132,367.226,500.21,295.888,1070.234,290.175
441,177.686,797.204,393.314,423.729,539.183,429.922,419.25,247.076,483.53,347.511,198.107,551.586,719.58
442,198.659,634.004,479.748,353.954,393.704,465.549,658.915,234.396,548.48,561.892,0.0,571.505,458.807
443,394.326,375.805,295.864,455.495,485.81,290.885,279.5,220.991,376.877,377.974,295.888,334.448,359.639
444,259.019,312.689,219.762,518.575,393.704,343.372,433.347,546.925,571.283,355.372,219.78,931.665,522.497
445,1033.79,265.735,358.169,378.995,432.337,487.384,466.728,1099.764,539.68,339.468,320.382,472.981,455.007
446,254.407,442.209,393.314,505.326,505.965,488.805,639.241,1121.748,849.795,314.107,226.544,816.492,522.082
447,320.328,329.603,412.054,585.225,502.487,460.682,521.458,620.77,340.153,266.529,245.722,575.406,324.091
448,320.328,429.75,274.703,322.083,529.668,383.902,350.984,591.177,28.248,679.518,334.218,428.303,372.678
449,605.176,607.758,320.356,392.442,356.298,279.33,365.658,516.057,227.744,657.678,274.725,616.692,429.49
450,179.893,429.75,641.3,404.458,379.185,369.636,892.315,629.922,357.314,366.309,198.107,575.406,648.85
451,328.839,416.919,260.606,305.555,345.301,383.902,817.637,445.422,376.877,557.662,274.725,390.03,354.779
452,651.649,396.895,539.705,304.247,313.484,650.295,662.326,605.839,650.321,405.186,618.772,299.14,524.168
453,238.391,515.911,408.375,487.646,689.684,581.038,714.693,148.759,734.452,365.23,459.724,200.669,411.825
454,338.304,561.294,388.488,393.457,444.87,345.427,245.138,254.68,459.846,449.514,419.339,341.072,480.266
455,259.019,797.204,219.762,371.552,536.013,553.508,505.365,254.68,520.87,409.064,662.283,658.786,419.981
456,359.786,561.294,245.702,432.12,456.977,393.847,271.318,1267.693,536.715,409.064,459.724,428.303,443.549
457,377.974,840.327,384.584,384.222,313.484,167.557,367.707,140.855,407.4,213.962,434.494,431.515,390.692
458,366.309,629.706,739.149,322.083,350.486,485.987,404.663,769.512,260.435,265.044,567.301,407.185,313.637
459,444.215,589.612,582.733,304.247,551.079,504.413,271.318,201.105,169.489,289.252,424.842,404.04,465.927
460,382.128,758.804,390.426,329.432,399.615,418.892,226.006,552.478,255.798,896.389,437.917,431.515,465.927
461,595.314,448.309,513.187,315.829,385.711,374.668,698.75,201.105,254.233,545.498,473.588,964.898,619.109
462,204.532,368.508,307.127,411.306,497.036,369.481,319.621,176.879,910.975,282.347,382.947,202.02,454.876
463,320.328,561.294,415.701,432.12,355.32,477.61,302.723,193.367,455.488,328.839,368.374,208.238,368.348
464,298.65,758.804,622.794,483.743,388.356,386.199,357.347,303.863,267.985,453.012,311.789,434.461,524.168
465,428.845,769.466,491.403,455.495,281.36,317.917,783.866,436.772,564.963,391.312,463.677,703.454,651.153
466,422.354,663.314,479.748,340.158,492.9,371.848,1213.989,236.019,282.481,453.012,401.142,252.525,651.153
467,524.85,368.508,670.635,423.729,261.237,382.088,274.072,168.03,329.427,265.044,379.028,1061.808,480.266
468,394.326,368.508,582.733,431.196,340.611,246.4,748.574,805.368,282.481,251.286,350.371,353.535,368.348
469,143.255,265.735,491.403,384.222,575.314,457.341,419.25,140.855,423.722,303.89,351.789,271.978,552.521
470,298.65,758.804,678.466,305.555,281.36,320.664,635.706,293.646,343.653,534.536,550.682,353.535,497.61
471,337.135,494.405,361.315,319.596,479.567,389.817,395.273,428.838,515.48,402.253,350.371,476.464,651.153
472,202.593,448.309,167.095,411.306,631.847,511.666,248.183,148.759,932.616,327.637,366.569,353.535,991.806
473,352.024,329.603,621.581,452.859,297.856,397.396,737.453,176.879,357.314,405.186,420.524,434.461,701.313
474,251.286,442.209,518.308,411.306,266.41,327.165,310.078,87.354,304.242,716.275,480.888,519.981,585.313
475,377.974,466.129,524.819,401.488,305.77,348.462,197.636,138.119,260.435,405.186,432.964,367.682,407.686
476,777.058,396.895,859.956,423.729,405.548,400.475,428.115,375.725,312.011,226.506,399.9,434.461,469.553
477,707.404,396.895,253.263,423.729,362.921,469.832,173.339,555.92,367.226,1101.437,437.917,285.7,454.876
478,693.885,448.309,366.499,384.222,551.079,386.199,639.241,193.367,322.078,508.815,384.245,271.978,701.313
479,749.657,396.895,621.581,393.457,499.092,487.429,832.206,494.151,368.311,483.358,437.538,357.125,552.521
480,421.419,396.895,276.073,393.457,428.46,529.861,1014.438,305.116,338.978,289.252,449.876,294.493,536.954
481,303.89,312.689,450.546,411.306,348.533,389.817,490.276,87.354,393.451,376.929,482.266,323.39,536.954
482,607.779,729.608,373.636,455.495,446.401,337.721,775.194,331.487,543.364,338.304,310.189,476.464,651.153
483,655.875,329.603,434.343,455.495,327.328,302.067,245.138,254.68,340.153,702.365,353.67,252.525,792.161
484,881.741,375.805,439.524,304.247,257.288,378.86,428.115,222.711,582.35,265.044,403.205,546.296,703.727
485,968.755,589.612,351.791,399.495,198.952,410.856,630.962,827.795,241.352,429.765,458.64,519.981,536.954
486,357.586,659.206,501.285,315.829,261.237,476.875,319.621,997.907,241.352,534.536,725.403,407.185,524.168
487,298.65,667.396,234.706,404.458,388.356,396.954,282.175,227.792,254.233,506.483,450.981,505.051,419.981
488,578.503,634.004,545.269,451.977,340.611,356.427,1066.42,55.248,609.793,366.309,386.397,416.475,407.686
489,226.506,607.758,236.308,395.48,305.77,260.253,197.636,489.497,344.812,402.253,375.511,457.343,465.927
490,314.107,471.92,253.263,367.232,779.344,497.759,279.5,360.171,367.226,355.372,438.674,677.596,349.445
491,405.186,589.612,660.43,470.15,363.86,260.926,312.491,248.615,278.212,298.65,456.465,407.185,664.048
492,505.703,679.494,366.499,312.016,258.611,268.222,466.728,322.147,294.919,453.012,619.576,394.457,411.825
493,293.316,667.396,566.314,340.158,388.356,469.832,698.75,87.354,842.723,347.511,671.734,527.288,549.443
494,280.946,368.508,419.316,338.983,422.041,449.992,914.762,563.419,304.242,355.372,596.661,407.185,443.549
495,457.347,416.919,286.798,396.488,422.041,543.269,521.458,371.641,278.212,394.326,636.22,208.238,372.923
496,317.854,833.838,447.184,329.432,640.429,246.4,441.928,250.145,304.242,240.04,440.561,202.02,368.348
497,568.872,1125.005,453.051,380.046,340.611,386.199,312.491,445.422,452.852,259.019,300.408,999.949,424.0
498,259.019,667.396,634.201,423.729,261.237,302.067,282.175,608.353,279.642,417.656,501.159,658.505,184.174
499,314.107,634.004,351.791,367.232,371.287,412.561,328.887,262.063,760.604,457.347,455.373,931.267,480.266
500,667.801,303.879,184.276,340.158,184.722,841.962,235.766,165.743,762.7,539.68,418.944,606.061,329.46
501,427.924,824.008,426.453,283.895,332.5,337.721,155.039,210.377,539.68,382.128,399.485,367.682,469.553
502,219.426,312.689,399.973,312.016,340.611,403.53,226.006,524.126,254.233,338.304,637.523,394.457,582.409
503,667.801,448.309,276.073,312.016,528.318,260.926,466.728,576.804,319.591,320.328,401.142,1060.606,407.686
504,536.747,695.299,470.215,340.158,722.545,300.319,635.706,322.147,305.55,278.122,476.731,980.631,527.393
505,241.679,531.469,351.791,319.596,607.621,360.344,279.5,195.33,300.282,382.128,401.142,252.525,407.686
506,240.04,1095.652,358.169,304.247,437.912,355.935,471.532,215.749,294.919,204.532,443.563,546.296,811.201
507,163.818,1358.989,626.419,359.546,398.76,310.093,282.175,161.074,371.546,399.299,429.888,519.981,329.46
508,338.304,737.015,714.755,481.056,272.739,314.029,527.189,165.743,627.21,749.336,415.764,307.21,494.19
509,607.779,793.79,505.035,419.945,281.36,320.117,122.569,704.274,603.876,786.357,473.939,575.846,407.686
510,402.253,494.405,259.154,310.734,215.421,633.898,698.75,138.119,593.883,477.61,318.631,571.399,593.943
511,238.391,531.469,307.127,353.954,826.103,393.847,348.837,156.264,640.43,492.799,322.769,519.981,354.265
512,347.511,494.405,505.035,399.495,797.521,640.781,711.533,690.597,692.512,570.985,318.631,814.369,329.46
513,374.829,737.015,412.054,432.12,327.328,389.817,319.621,384.756,283.89,444.104,506.428,656.566,291.204
514,310.315,375.805,368.552,376.883,667.56,525.872,159.81,371.641,452.852,530.192,553.087,703.454,372.923
515,231.674,634.004,742.206,357.32,257.288,266.252,348.837,298.798,459.846,635.833,353.67,708.872,368.348
516,540.41,594.201,549.405,329.432,545.478,320.664,930.368,323.329,698.82,485.987,490.452,836.007,329.46
517,584.611,429.75,313.209,260.439,314.57,402.223,474.396,220.991,775.667,420.981,409.33,319.422,411.825
518,226.506,751.611,412.969,371.552,385.711,477.61,416.073,642.515,380.04,477.61,342.228,285.7,339.6
